id,topic,slug
hfiVAGXOgNxAL7CIDR2K,-1,pepe-vs-yee-1-day-only-a23d29f820e3
HrcBe8qJq4AoxlXzZk1k,-1,who-will-be-the-administrator-of-th
djcZX2zVIhcs3mPWrdru,13,will-liverpool-fc-qualify-for-the-2
1ldpQ9PMeg4fWFUXUYVE,19,will-any-new-country-become-members
7e832EAkMPbnJJBbUjma,2,red-or-blue-podium
hFLDmttQUsttd1M2AaqJ,0,will-destiny-reach-617k-subscribers
ScE9Tn8eY25pSSu2bMwm,3,if-artificial-general-intelligence-669e44ca740e
MDDXm79o1EM6hSkocNjZ,2,is-at-least-one-of-the-brothers-goi
cIM4UT5j7E6mfNMnELjE,1,will-ron-desantis-announce-he-is-se
aRmloWbL2AcEx8YIVFVr,-1,biden-quiescence
NXJrtsCYyn571Jb0lfFV,0,will-destiny-and-dan-have-an-episod
Km5eQAb3iwhvr1AKQs85,4,will-elon-musk-name-a-new-noninteri
UvlXcPScQ9Ddtr7llnB1,7,38-will-any-faang-or-musk-company-a
jc8sU0IVJHGfYsCo10sk,2,will-manifold-hit-2022-active-daily-66e8cb67108c
CtIkjtoAUf2DKUB3J6D7,3,will-there-have-been-a-noticeable-s
ZQ7Kg7mWef45ZbvVDxL1,18,who-will-win-the-ce-2023-top-ideas
5L9JfPFjjy3RaqjXGQG6,17,will-jimmy-carter-be-alive-on-octob
v5PoY2cQqKiBilEqqsMs,1,the-supreme-court-will-rule-that-af
ScCXu88f2NtXQkGY3oUC,3,humanity-starts-interfacing-with-al
ZvniYi4y5VFgrl22Ge0V,8,will-argentina-win-the-2022-fifa-wo
DT4DTti6zU8J2eLaIzJz,1,will-the-next-speaker-of-the-house-6343de212294
LhX5FOZNhVvaI79gtvni,3,will-there-be-a-new-human-moon-land
uUpkhDS3LA3zrXrZvF76,3,were-any-of-the-covid19-vaccines-de
EbnyY64ewiARG79M8kYD,1,result-of-spains-general-election-o
nNfsslDRrFq0eG1t9h8a,18,manifold-plays-poker-hand-bets-hand
l3sjYYBxTOhL7KzxuaDW,0,will-destiny-still-have-blue-hair-a-efd9fa5136bf
IYLNuRnbNLN5abWTzn2b,12,will-north-korea-conduct-a-nuclear-422f66ae0107
llz0P9wKlDjtQnjFSgrm,-1,will-firstuserhere-be-trustworthyis
PagaYqkHVApEoDfB726g,2,will-there-be-at-least-3-more-peopl
hcSVHgcO6D7gvKVkRN1F,14,which-team-will-win-super-bowl-lvii
PFb2gHOLFjqR0ElLm1lO,0,how-many-views-will-the-goddess-of
GLausyWsRnJarLwQXSjB,7,will-a-cell-cultured-meat-product-b
X1Yz7ipF4zkLuLkHtPeK,1,will-democrats-lose-their-majoritie
lRpQxXsAhKHC6AkSLO29,1,will-joe-biden-win-the-2024-preside
9YS2dxb0Wu4foljYFvks,1,will-the-next-speaker-of-the-house-e36e7e54da5e
PNVVTlruggno0Yw5tjVS,1,will-kamala-harris-be-the-democrati
ExnULOc9tyWcz6vohnv7,5,will-the-2-boston-celtics-defeat-th
aNHGE4mlVvSwIUhRZdgr,8,what-countries-will-make-it-to-the
k0DiGyhP90WQ8caILdNL,1,will-the-democrats-control-the-sena
R9eEvRSj3A8kf8bRWL05,8,will-argentina-win-the-final-of-the
JjvfXr6ephkckOoA8JFK,0,will-destiny-still-have-blue-hair-a
ch8g2PAVIuVGSQU4F2iy,-1,will-chinas-covid-zero-policy-end-i
8TxGLIig9qYBpHOQyEFb,12,will-a-major-nuclear-power-plant-in
TI5RP7h4GujKmJu20Q5b,5,will-the-1-denver-nuggets-win-game-a1be663e51eb
pUnEyRk1hIYHmXfgmJAb,0,will-ftx-arena-change-its-name-by-t
sOQRZptvtPhRow8ETc1h,6,when-will-ukraine-regain-control-of
RzqOof778k8dhENXLu4U,2,how-many-traders-will-this-question-bf855ed262c5
juVDE3VdITxUUpl9jWAI,13,which-team-will-win-the-202223-uefa
F3mAhXxghUzTUV2FE3qE,-1,max-lav-duo-stock-1-month
hLJ5q3sT7T4hYTXrH4vM,17,will-jimmy-carter-be-alive-on-april
6KCxbFq5uRVAGQyOeC5N,-1,will-biden-be-president-on-october
C4y3Q4AFTVuGP8S0LJ9J,1,will-kevin-mccarthy-be-next-speaker
ylIXgDeMDCYkltnmAlpZ,1,will-a-democrat-win-the-2024-us-pre
SnkRWXAH5IabsGM81oao,10,will-putin-be-overthrown-during-202
PVHiK4B9LF8KgS2kJA6h,2,how-many-traders-will-this-question
IJilwdlpGe27QLGsNPie,1,will-joe-biden-run-for-president-in
tHvkPESY1PNWlZfXEpRE,0,will-destiny-reach-610k-subscribers
wnbLPloupPvlQXTwaI7K,-1,will-the-mad-investor-chaos-thread
LFhN8fRJ5iTFrhMYiQUI,-1,will-we-fund-braininspired-agi
xJMhW9EEyhHShyRXTp3G,-1,will-this-yudkowsky-tweet-hold-up-2
k973FuDxNk72Ht2ZIYvx,13,which-team-will-win-the-uefa-europa
XZCgR2mMOCkmoJuFaEg9,4,will-elon-musk-be-the-richest-man-i-7f9a0ec3e42e
VPtZGkentpCWXGKKjE1Y,5,during-which-week-will-the-tontine
EDzQtD9AWThRLAyrT94c,4,will-elon-abide-by-the-results-of-h
GVFdxhd6txdhmPBmsrXV,2,price-of-bitcoin-at-the-end-of-2024
dV6LqKmb34LFpoh7qBxo,10,will-russia-begin-a-new-wave-of-mob
TqYn24yPSNHi7YaiwAwU,-1,will-oppenheimer-and-barbie-perform
rQY95pddmlLrPmt4ebPO,11,will-primoz-roglic-start-the-2023-t
JsLXRn51ceGNLGnXgZTP,4,has-robin-hanson-ever-pooped-himsel
C8MtRn2ixX8Y0rV2Oqcy,3,will-openai-hint-at-or-claim-to-hav
sAXXjBtMrZ9cR6nawUq2,7,will-sp-500-increase-in-may-2023
tcL6FkTBwbXZMG9Lyr4t,0,who-wins-kick-or-keep-episode-9
skOczsGCpLFvjjsxqvWm,-1,will-there-be-a-us-government-shutd
o4vzcfiLxrfqaYKRVuIu,-1,will-mrgirl-release-his-article-bef-6b67915e7894
YcgzoagwCV5K3B6zeqci,4,will-destiny-get-unbanned-on-twitch-9e3175d62333
JxcpJTGSurSdSMlFxYhL,4,will-threads-have-more-daily-active
olazguKkjqWvgn7vp6nD,1,will-neither-desantis-nor-trump-be
vTq9HHRIc6PlE99lfwOU,-1,will-credit-suisse-declare-bankrupt
kaij5D26S0XDhdHKFLQC,-1,will-openai-release-a-search-engine
JAEwyrjHe1QwxtiPxGpM,10,will-there-be-an-serious-coup-attem
1vpUNyW6bHtxVzHB2ex6,8,will-argentina-eliminate-netherland
EnosctgStoyrnI3BqjEw,1,will-a-democrat-win-the-2022-us-sen-d1f1d2727b34
YFm9Va8cYKzB3gYy5OCJ,8,will-germany-make-it-out-of-the-gro
uuSahXy8BYEfjBXGnpQn,-1,will-andrew-mccalip-demonstrate-the
iB3b9osJbSyJEnZFIByC,2,will-destiny-screamyell-in-this-deb
TgZIVWnIvRw1ApPe0nuy,3,what-will-be-the-year-that-the-imo
bY7teJbG37L9ale1IQ4m,2,by-2030-will-there-be-a-cure-to-agi
fjWUTZHVcxh31Fh1bLQN,1,democrats-lose-both-houses-of-congr
cOEilIxPRDYIiZ4Dii9E,3,will-gpt4-be-multimodal
b6CNY3I9V03qBlbifHQS,-1,which-team-will-win-the-2023-mlb-wo
EmHQ60f5LTZkUHPYxnDc,7,spacexs-starship-will-reach-orbit-i
vC5RU0fKtTZNPnvZg1rs,5,will-the-minnesota-timberwolves-mak
kQlebfpaUwO01pWkJzOs,3,will-anyone-very-famous-claim-to-ha
piCYYY1h20YNvGt9oPVX,14,who-will-be-the-nba-finals-mvp-2023
PU6qkjczILwnKHfMV2Yy,18,will-black-win-in-manifold-plays-ch
uSDZrfZyNbl2N1F4xXOl,-1,what-will-i-rate-barbie-out-of-5-st
1ArV4EWMwg9QIZCyYYav,0,will-i-be-on-lex-fridmans-podcast-i
LwMdlAfVeI7kxNNYxiQU,4,at-the-end-of-2023-will-twitter-be
KJRoLxQP1IGMfGiBVbzk,2,will-manifold-hit-5000-active-users-7c1681b46fd7
j5Pu1JPH8K7aTqLPURxB,0,will-scoria-die-before-christmas
AEf3fCYLiRxr3Bvth2i2,8,will-england-eliminate-france
gzGAvXgu4NuFnJyfYffW,1,lula-vai-ser-eleito-presidente-do-b
OMXPeOwcuWBhd4UbCFDD,-1,will-xqc-beat-forsen-s-minecraft-re
ATetGsOnbNH5yfbfXoKe,9,will-hunter-biden-be-indicted-befor-c928ea76a254
YkhA4ifHNhjemxJmqYJz,-1,will-the-government-of-the-islamic-4b5008c16d33
dQs7hvX8Q5LeloyyFGTP,14,which-team-will-win-the-2023-nhl-st
tPc6kRmjXfIZLlwJ5D8r,1,if-joe-biden-runs-for-the-2024-demo
rdBDy4UXIZppxOjsyear,-1,will-2023-be-the-warmest-year-on-re
u1flxrm4WPvsmE9Oiua2,-1,will-we-fund-better-debates
rEHv8m4j5VIEOZ4Kel0g,1,will-ron-desantis-be-elected-us-pre
3cBLGjcbZ2ElJkHCdDpm,3,will-ai-kill-20-of-the-human-popula
JYoWx8FRiibFGJbXFSw7,13,which-team-will-win-the-bundesliga
HX4SgWLoH0JXuRWHmV7C,6,will-russia-give-a-nuclear-ultimatu
HaBlG4pwOpdVSEMtNfKj,0,will-destiny-reach-601k-subscribers
OeFsJysKsLD9yx4M3yby,5,will-the-philadelphia-eagles-win-th
Cj6zJH4pHAYL5Azc4mmP,2,will-lex-fridman-create-a-market-on-c9e0364dbec9
FVPJjIAx81EKiUmle3rM,11,who-will-win-the-2023-tour-de-franc
JsKoWachzuHKvWhzX7nj,0,will-destiny-finish-factorio-before-42a317a7aaf9
w0q9sZbluzEzzz99jstO,4,will-twitter-fire-50-of-employees-b
VW2VQqJE5145R24WlgRO,7,will-gamestops-stock-price-still-be
eXZ8R8jqJrJkhIzIYVt6,-1,on-the-monday-before-the-election-w-b4691fe4eae2
ro79rTRUwTzGipROhK9r,10,will-putin-leave-russia-again-durin
h4UCHCvFj3mwAATfhqNE,8,will-argentina-win-the-fifa-world-c-bf4a7e33fba8
Z2yWYL3pcDbUT5R0qC46,2,will-sbf-take-a-plea-deal
UcTD6HlxMUUFY9Sr38HN,10,will-russia-declare-general-mobiliz-839d55901a6d
eE1NIuaN1fixmAP1m2WZ,4,will-elon-musk-be-the-worlds-riches
nGGDDgEmeZf8VMGZ15pS,6,will-ukraine-regain-control-of-lysy
IHY7T6MTJsspjoEs4xkW,0,who-wins-episode-7-of-kick-or-keep-606ccd7053b9
VBqdJuKoZWKTuKev2kiZ,0,will-any-of-destinys-yt-videos-publ
yY8ZjRoZcBZURR7n8qQS,4,will-trump-be-allowed-back-on-twitt
DFCmfW1IoFEEP5kmaLmp,1,will-mike-pence-run-for-president-i-fba3872c8e95
15JX1nrAmdVsiuauUpC4,3,will-the-us-government-confirm-the
cSeteuF0Zzg7XnStq2vR,4,will-twitter-unban-destiny-by-the-e
WmyFNvndpd6cMd5izJcI,-1,will-july-6th-be-the-hottest-day-in
3e6UUeOvJLrXJpFy3TN7,9,will-hunter-biden-be-indicted-befor
DwopKb9rxie3rNEqhWRr,8,will-france-eliminate-morocco-at-th-57c34cb06ac6
RKvv5gUsL9IebGF5v67i,7,31-will-the-sp-500-index-go-up-over
OVAxtPfHUYEqoUAPrQsH,4,will-elon-musk-announce-the-creatio
Y3ajaQlTZixE66z18IWv,1,will-pete-buttigieg-be-the-2024-dem
wwrHfQqoOqaKBZXKEPKJ,4,will-jake-paul-beat-tommy-fury
DvucGevaokP96TiGc3C5,-1,will-the-1m-vs-1btc-bet-between-jam
IrTGytxpRbaaTH1oxNGN,1,will-george-santos-rny-resign-from
GhmLHI78Q0JE9YFOdy6Z,5,will-the-los-angeles-lakers-make-th-8cbc520d8ca6
Uj4VpjfgWxdwwek3b9UJ,10,is-prigozhin-leading-a-coup-right-n
FcRHGUXF8fxMkZUROtdo,5,which-team-will-win-the-202223-nba-381b357cf772
ocRU79dDp6xBug3aEBb1,2,is-gpt4-a-mixture-of-experts
fPK6Zn0OeqbCCEL8YLsV,3,what-will-be-the-top3-ai-labs-in-20-6c64285972bc
7XfJgINgxl2bewrhfVnh,-1,what-is-going-to-be-the-outcome-of
R9jPgallXiZOpws2bIOT,0,will-destiny-finish-the-factorio-sp-befab0fec85e
ND353nWprvy6Neoiesix,18,manifold-plays-poker-who-will-win-h
9aMrFoAj83IJXLGuMUQY,19,will-sweden-join-nato-by-the-end-of
GOWrkz5TIqASGDSLBK8j,8,what-countries-will-make-it-to-the-79cd155ba218
GAjm1Jx47KpS3J8qRgJN,8,who-will-win-the-2022-fifa-world-cu
NFzdoVKtwFprWoqn7g1T,4,will-destiny-be-unbanned-from-twitt
4MLChi9mLtUA4ecz5tB0,17,fivethirtyeights-biden-approval-rat
trOiftXX4cy4jUUkwnTR,5,will-the-1-denver-nuggets-defeat-th-d9cd5145f04c
MutHTzJft8v53TdN5hzd,1,will-adam-laxalt-win-his-senate-rac
Zg32fIIitRhl6Yeik8E5,2,this-market-resolves-yes-unless-tra-d8a8536ea76a
cJvfVeoaPMkiAzeyXyMA,0,will-destiny-steven-bonnell-be-on-l
E6omwc7MD6zMAfmUHSaI,0,will-destiny-talk-to-ben-shapiro-in
3szs86zpyB4QQY4zzP2S,-1,will-the-us-debt-ceiling-be-raised-6aa9483db108
C4EnvfPO2CeloxG2OUqY,8,will-the-winner-of-the-world-cup-co-a93cfbfdbc24
DupL0h31bRtTB7lFwfgT,2,what-will-be-the-price-of-ethereum
gjC8DyNYOiDUjIWYUu1a,-1,will-forsen-beat-xqcs-minecraft-rec-52fe1f2d3d92
RqQdSlfdP7Vf6QmsJ80R,4,musk-vs-zuckerberg-fight-will-zucke
UDR3i7cK3L1bzpTk064E,3,will-gpt4-get-the-monty-fall-proble
bXfuOWbgKDYD7BW0bSyd,1,will-hochul-win-new-york-governor-r
aJKnSkMZZF7UG0MzVtHx,2,which-capture-the-flag-will-be-solv-4703f1d1492d
X1T4cvkpfLLx32oMRztf,2,will-destiny-say-the-n-word-soft-a
upJzE175scbqVlPkuOp4,-1,who-will-win-dgger-of-the-year-2022
TzLFeXvVPuS7d7xgxunI,4,will-twitter-still-exist-by-end-of
gQ9H336NZpk8JzWnN4Xr,0,will-destiny-have-more-than-597k-su-36e0b38e3864
BOoIX7lszJoPnLyqfjoH,1,will-the-2024-election-be-a-bidentr
ffKmjOKFccMK3RJwnrPd,-1,will-barbie-gross-2x-oppenheimer-do
ZC1hasqo50YZjcGIS25G,3,will-a-leading-ai-organization-in-t
SAAjASeh6bByf6VJsHvb,-1,will-i-bench-225-by-september-2023
pzaUjPr2p2MSU5IhV0GZ,0,will-destiny-reach-1m-subscribers-o
CBCpG7AUU4pnsbyBn0bg,12,will-a-nuclear-weapon-be-launched-i-015e44ed91f5
Thgkz7BYfJ3CnEvhZIKw,2,will-there-be-more-yes-positions-th-d032195f1267
MPzDRXhIYJ3xD5RgX17t,12,will-israel-preemptively-launch-non
Zn8fLPG5Bi1smOzQqXHq,15,season-3-which-diamond-league-group
UArB18a0un6KSpHReE6E,2,will-manifold-break-its-current-rec
PzPTjSi9k6JCDUYqPpe8,6,will-ukraine-regain-control-over-cr
Ipq4mNcvXitjk55fucp4,5,will-the-6-golden-state-warriors-wi-719e5594a79f
xUnMpQX68MqkAuhr7mpd,-1,how-many-named-storms-will-there-be-69926f0b906d
CRNIlkQqEkYyCwpVNGQC,-1,will-superalignment-succeed
Q6DLW8JovFCmTeLgHzij,0,will-eliezer-yudkowsky-appear-on-th
cE1pnjaMDDaOF16V14Y2,-1,will-google-chrome-remain-the-most-d638290c2b33
AEKSl5IT5fnTHRkGaGMa,8,will-argentina-eliminate-croatia-at
t3jgRDV77jg1Cx5XXBhV,0,will-destiny-complete-the-true-endi
nfq1WtX3cCa7ahmYSGdb,1,will-lauren-boebert-retain-her-hous
OLc4eQKSgf7hI5jRGD4l,14,which-team-will-win-the-2023-campeo-353a16b75f28
AA6qRZKvfiT1IpVNWSAz,9,will-trump-be-charged-by-the-doj-by-011c278e730e
u3cTwW61WqKHWM2YWESr,18,rock-paper-scissors-lizard-spock-to
vKobimbN4k0uo1IoXy1a,7,what-percentage-of-us-energy-will-b
6RbRuRmFxPJEeG588V0U,4,at-the-end-of-2023-will-manifold-us
C88rQObEu5LerDKbrA2V,1,will-joe-biden-get-impeached-in-his
HXAwBg1xLoUjmvzfomrw,2,resolves-to-sqrttrades
u7VeC0sCwIencb7XIulC,-1,will-we-fund-decentralized-nucleic
IY4cZAXStA3cvcqCDJqR,6,will-the-ukraine-war-be-over-by-the
CZwk8bvqylSk5BJrUooX,17,will-jimmy-carter-be-alive-on-march
HTG0rgxrep4xcFQRvH0W,17,will-jimmy-carter-still-be-alive-by-6a3a8a62e518
7nhagPT3w0PNpkQLF917,11,who-will-win-the-2023-formula-1-bel
UWkFSSEIa7xdBzxN7GR8,0,will-destiny-finish-space-explorati
LIbGSquc6FTmXUnIML4X,0,will-lav-come-back-on-destinys-stre
SFtDdL6aUiVTfS2wJkTx,2,which-capture-the-flag-will-be-solv
QpM3ODonrtdJLEYt4eir,5,whatll-be-the-outcome-of-the-2023-n-3cc27f3d1f20
l3K7632Z273RnWmmIgoY,7,37-will-the-us-unemployment-rate-no
fvG9R0njfMXWvRPClqzK,3,47-will-a-successful-deepfake-attem
km07ZU5rRwQT0fqqJgcv,4,conditional-on-the-elon-musk-twitte
6t5FZnUwpG0L29CzFnJQ,1,will-mitch-mcconnell-visit-taiwan-b
f3vopyKtSV6fHNb5k0tJ,11,who-will-come-in-second-place-at-th-47630e1b16fb
w57CGHpDwySwUGHuoCDS,1,will-republicans-win-enough-seats-i
FTGtsTMjv5zNxVMoZuKK,4,will-twitter-remove-rate-limits-by
MlaqB0D80znHH9JHYjGj,12,will-north-korea-conduct-a-nuclear
mAQgw4OFEIJ6xJ4RxZ8A,7,30-will-us-cpi-inflation-for-2023-a
jU8NEFvgsdtQuutnZXPS,-1,will-the-fed-raise-the-fed-funds-ra-b7103e6f1fbf
8VYpxsNovSzgWcELlziC,-1,who-will-win-stage-21-of-the-2023-t
cOPETrbhLOl7w2vg1KaC,15,who-will-promote-to-diamond-from-th
btpGCg7XBR9sFL30xcWV,5,will-the-1-denver-nuggets-win-game-d05fbea57714
Sm2bhMySH8A6W6XKhwE9,3,will-an-ai-get-gold-on-any-internat-67d0e728e11a
BDi1Cp9ii5YlZeOi9BJW,7,will-a-new-world-record-be-set-at-t
SdZJzvfkNfbUnvTKrLGI,1,will-liz-cheney-run-for-president-i
dYPk10oxA9e02IFKp887,-1,will-the-us-enter-a-recession-by-ja
srSBQUw6sgPC4nyA1GuA,1,will-lula-da-silva-win-the-2022-pre
OamdvGnZ3zBDow0XoYQ0,-1,who-will-finish-2nd-in-leagues-s3-m
4HNJtd3z1i4fKRwmt1aC,1,will-someone-other-than-biden-harri
9OhEn8akKzII3DsKJ4An,-1,will-aducanumab-be-withdrawn-by-the
6TIgbwMCKkm1du1fA7yZ,-1,who-will-win-the-2023-college-world
fsItUjon2fJbBusfRaac,15,who-will-be-promoted-to-diamond-fro
inYYNQpG8SCHpo5uqWIU,0,will-destiny-reach-600k-subscribers-13667af8954e
agaoByQqJadT4i0i2by0,4,will-donald-trump-make-at-least-thr
PHe16LT6vAwZXEWxAldR,2,will-i-get-a-5-in-ap-bio
3lfYDITplDp3S6wp9EMc,0,will-destiny-be-in-a-call-with-adin
itp5VrZTioFlYG1QZ2ht,-1,will-any-prediction-market-clearly
2V4mFj9ngyjvgQvoKTI3,12,will-a-nuclear-weapon-be-detonated-6255c9b478b3
YTejAGcSAh1wCuqoiJ7R,3,will-ai-wipe-out-humans-by-2025
QhnAOUQFFGWFc6CmhqoT,0,will-lav-return-to-destinys-stream
xspl5Bke0A2h0G8WQ3Ue,19,will-sweden-win-eurovision-2023
Sp4O1BxukZAEtTju5wXu,-1,will-the-geometric-mean-of-this-mar
g9eV7RQtKs8r6Sz8EKfX,6,will-ukraine-sever-the-land-bridge-2c083b1bb4d9
2dUOh4g3tM6lbzPmwLSG,-1,will-lav-turn-on-andor-speak-out-ab
fiAo2bgVNunftqYkbKix,8,will-france-win-the-2022-world-cup
C34BAbJAYDQoyHTxdX7x,1,will-one-of-biden-trump-or-desantis
2hLkigF9ByR03LGNt0dO,14,who-will-be-world-cup-2022-top-scor-7c8ec62bcac9
7mPJHrqo25TDUD0cfyc4,19,will-finland-and-sweden-be-approved
SB6hntpOtCyMxgJntJLP,4,will-there-be-10-new-effective-altr
IjqF5KXVxSWUtsmKcnBF,1,will-a-democrat-win-the-white-house
3Iyyo0RjdotXJNSunveh,8,will-either-brazil-or-argentina-win
bfgncrNBxxYFRuDHdrum,0,will-destiny-reach-599k-subscribers
E85T5jGNWEP4R2djWtCs,0,will-darius-and-destiny-meet-irl-in
olprobyPbkGK54Vgc6SO,13,which-team-will-win-the-202223-uefa-eee35053eb7a
TDOOpFfDd46mZwVN79jD,14,will-t1-win-worlds
jwEH9AldiAhk4iFh9e9y,9,will-hunter-biden-be-criminally-ind
7tna7U5U2p79n9ZmLJZT,6,will-the-wagner-group-pull-out-of-b
Go3bpY8hgOWOv9LN3ujP,8,what-countries-will-make-it-to-2022
40Y5dmM84Ahf8X9RoSnH,1,will-josh-shapiro-win-the-2022-penn
PIWAZrAN9NSIYLrrwBDB,-1,will-there-be-a-government-shutdown
CtXGJjpdV1ko1H6Rfu2v,1,will-biden-be-the-2024-democratic-n-cccae55809bb
U743DeTWfajYiLdQ0zpO,2,will-this-market-be-above-52-when-i
jWddYUFI29NpkmtRptZq,18,will-white-win-in-manifold-plays-ch
QdfQELYU4QIZazRWdT2F,0,will-destiny-reach-620k-subscribers
hqTneuDcF7jXJt4tEHlj,4,will-elon-musk-and-mark-zuckerberg
bD5JjyT4rd89T1UNV0ZO,3,what-will-bill-gatess-opinion-be-on-f0278c4c5a69
RxR5grRyVrDm0wtzhAuM,3,will-gpt5-be-released-before-2025
jqm46xIu8St9ubruvXpc,4,will-rplace-say-fuck-spez-when-it-c
rfPlb3B1McoxJ4gkqqFA,-1,this-question-will-resolve-positive-95e8560f7cc5
XSOlnkPmDKMGVypqVOgt,-1,who-will-promote-to-platinum-from-z
hmdew3AA9Jy4f41twMEA,13,which-teams-will-be-relegated-from
alPKlzI3ZFoEb9WMRrdr,-1,10-will-china-launch-a-fullscale-in
tX9tntfJqbcbRbR9twfN,-1,will-novak-djokovic-win-mens-single
1K1AqYppjRwnkO79nJJE,0,will-destinys-youtube-channel-hit-6-67504f80b5ab
FfWfiXSu50xks3Zd0Erl,10,will-yevgeny-prigozhin-still-be-ali
QLdcYfes6w4VSddzc5Lc,-1,will-the-crew-and-passengers-of-the
KTIQSfojRhvwuyB2a92r,13,will-arsenal-win-this-2223-season-p
lzKjhFaAy4JeJXFTh692,0,will-leafy-come-on-destinys-stream-82f00d08da2c
RiOo7aiZwT13LDWuCib7,13,which-teams-will-be-relegated-to-la
96Ks9NWUezIgrzLpm23m,-1,by-2050-how-many-degrees-c-of-globa
rhTPpMRpD0rvg7OFFMy6,-1,who-will-be-the-2022-gravity-chess
wENpa5mETtrCnBYJKl5t,-1,will-china-launch-a-fullscale-invas
QzhYXA2995Exs7cPOa0i,6,will-the-kerch-strait-bridge-bridge
dTqYscag1tkoo1PaG01r,12,will-all-nuclear-power-plants-in-ge
xw5c4EU64gG39ZE1KfxW,10,will-russian-orthodox-church-offici
tkihKT5Xlr6ky0cBrlkE,2,cherdleys-myth-azmain
ZLzwwGhdJRZ48RxyjC4m,-1,pepe-vs-yee-1-day-only-2be061a9a6bb
fmqz4DCZbsss3v3tZVRi,-1,will-we-fund-sociopolitical-impacts
lMjFBZh1kq1lsSrp6uPV,7,will-ethereum-above-5k-at-the-end-o
Fa0clyMngxiNiMJnU2wF,6,will-russia-control-kyiv-as-of-apri
nB6mmuUsl41obrSfoxBa,6,will-the-front-line-in-ukraine-chan-0591b16ee4cd
z0sKgg9mIul9tJ2HPSCf,2,total-donations-for-manifold-for-go
xdLZOswPGiZajUbFja6c,0,will-destiny-talk-with-joe-rogan-by
gURvPp2CuVjkdz8TvWNp,5,will-the-miami-heat-make-the-playof
2aAAZkbdonXMx1HXi9Ra,2,will-donald-trump-tweet-again-befor-a471269b7f10
NkgbTaeZHUIFPXi9JUL6,6,will-there-be-m1-abrams-tanks-in-se
hGR18o80jLVwlaMCqqmu,0,will-destiny-finish-factorio-by-the
NHL3H41KXWLNTCNoRwbU,-1,will-catnee-be-the-alltime-leading
cNmTnf0Q0OqH2clJS26c,3,instant-deepfakes-of-anyone-within
wcDggyrq6l2O8pbI4tFB,-1,12-will-ali-khameini-cease-to-be-su
2KJA0sTb7BJ1foTPjYgF,11,who-will-win-stage-19-of-the-2023-t
mCq2fHhPZcd34tpcgMEw,1,uk-general-election-which-month-in-6ab8406103dd
K7U7HjFFzMV26srY5Vep,2,will-this-market-stay-above-90-for
6Up63I2E0D3rknDriBi1,2,how-many-people-will-attend-manifes
lLsokYzNQZMnRuJCDwYM,0,how-many-subscribers-will-destiny-h-46a74402b6a9
CFAQ2YY9LjpAEIddtA4V,1,will-marco-rubio-be-reelected-to-th
8lsGgZ551uxIR9wrCTk0,0,when-will-deltarune-chapter-3-relea
uGNaQHL6VRCU5krzdkeo,4,will-elon-musk-become-ceo-of-twitte
VOR7QIHvUR8XqwGc6EbI,3,50-will-someone-release-dalle-but-f
a4frXpUL2LJ3dxQBwRVO,5,will-the-chicago-bulls-make-the-pla
ehsf2re6fjAyQTzGA71I,2,will-my-profit-be-above-1500-by-the
4f6eGcou5yjeAUlFJBQF,3,will-ai-wipe-out-humans-before-end
aP0u9pJlYhLyYqarEk0G,6,will-russia-have-control-over-bakhm
5dZXiUXLQobXhouBtieY,-1,will-there-be-more-atlantic-hurrica
LD68j9Yycj6IqTPWHo0O,1,will-mike-lee-win-the-2022-utah-sen
S4vX0HkG12LH8zCm4S9c,-1,will-the-ftxff-spend-more-than-100m
YcsTGOh2jIyzlRpWdp3i,8,will-the-usa-win-against-iran-at-th
UrI8BnYljiWQ3MYK6JXj,2,will-the-average-percentage-of-this
j7ytEnyhPWpTqXgI5Jm2,2,will-manifold-work-again-by-the-end
jT4U8DanlkjaJfMuMWke,0,will-destiny-stream-on-fibre-intern
c0tP5c5lPKALuAL3zLra,1,will-kevin-mccarthy-be-the-next-spe-c8186c01015f
TdzCTPAmHdsUNEoIoTSN,-1,which-of-the-elo-everything-top-5-w
BsiuOYEbB8Y4gavI71fq,0,will-destiny-post-a-video-in-februa-242810cc5a13
HRhv92NTikar5GFGckVA,-1,7-will-an-issue-involving-a-nuclear
ItNy6Uv0q9D9qEnrsQ0o,-1,will-a-chinese-spy-balloon-be-shot
4KtkoB2zNhcJYEUfZmrK,4,will-elon-musk-be-the-richest-man-i
pHKtCGAZQ38CMIVwmqXw,1,us-presidency-2024
UVdmlW1gkAke8zChLvzs,-1,season-3-july-masters-how-much-mana
no8mp0mrRHUqirWh4oUT,3,by-2028-will-ai-be-able-to-make-a-f
LZgniNP69QzOvqDcOXg6,-1,will-china-provide-weapons-to-russi
ji5xSu5nRxA3oWKlTSKi,2,will-manifold-reach-8000-monthly-ac-3227c3eda86d
pvNR3NZryMbu20ymdeS5,1,if-trump-is-not-the-republican-nomi
QnLUvJlohsrqg5OjpWFE,8,which-team-will-win-group-c
5XfTIXIQZ1yNIUaz5epF,15,what-will-my-finalized-rank-be-with
pY3UfT7xp2H5q1Jh9Wiu,-1,pepe-vs-yee-1-day-only-38780425528f
54Gdc4zMspOOIdsUR3n1,0,will-destiny-still-have-blue-hair-a-1eb5e1c68ec8
UGxvjLcPx15x8drZ6uP3,5,will-the-golden-state-warriors-win-dc781627ac1f
